0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,0,1,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,1,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,0,1,0,0,1,1,0,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,0,1,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,0,1,0,0,1,0,1,0,
0,1,0,0,1,0,1,3,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,1,0,0,0,1,1,0,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,1,0,0,0,1,1,0,0,
1,0,0,0,0,1,1,3,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,1,0,0,
1,0,0,0,0,1,1,3,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,0,1,0,1,0,0,1,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,0,1,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,0,1,0,0,1,0,1,0,
0,0,1,0,1,1,0,3,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,1,0,0,0,1,1,0,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,1,0,0,0,1,1,0,0,
1,0,0,0,0,1,1,3,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,1,0,0,
0,0,0,1,1,1,1,2,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,1,0,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,1,0,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,0,1,0,1,0,0,1,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,0,1,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,0,1,0,1,0,0,1,0,
0,1,0,0,1,0,1,3,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,1,0,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,0,1,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,1,0,0,0,1,1,0,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,1,0,0,0,1,1,0,0,
1,0,0,0,0,1,1,3,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,1,0,0,
0,0,0,1,1,1,1,2,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,0,1,1,0,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,1,0,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,1,0,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,1,0,0,1,0,0,1,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,1,0,0,0,1,0,1,0,
1,0,0,0,0,1,1,3,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,1,0,0,1,0,0,1,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,1,3,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,1,0,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,1,0,0,1,0,0,1,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,1,0,0,1,0,0,1,0,
1,0,0,0,0,1,1,3,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,1,0,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,0,29,0,1,1,0,0,4,1,0,0,1,0,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,1,0,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,4,0,1,0,1,0,0,1,1,
0,0,0,0,1,1,1,3,0,0,0,30,0,29,0,1,1,0,1,4,0,1,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,0,1,0,1,0,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,1,29,0,0,1,1,1,5,0,1,0,0,1,0,1,0,
0,0,1,0,1,1,0,3,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,1,1,1,1,2,0,0,0,30,1,29,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,1,0,30,0,29,0,0,1,0,0,5,0,1,0,0,1,0,1,0,
0,0,0,0,1,1,1,3,0,0,0,30,0,30,0,0,1,1,0,5,0,1,0,0,1,0,1,0,
